"Won_Series","Seed_Diff","Pyt_Win_Pct_Diff","eFG..Misc","TOV..Misc","ORB..Misc","FT.FGA.Misc","Opp.eFG..Misc","Opp.TOV..Misc","DRB..Misc","eFG..Misc_._Opponent","TOV..Misc_._Opponent","ORB..Misc_._Opponent","FT.FGA.Misc_._Opponent","Opp.eFG..Misc_._Opponent","Opp.TOV..Misc_._Opponent","DRB..Misc_._Opponent","Opp.FT.FGA.Misc_._Opponent","id"
0,1,0.0121951219512195,0.51,13.7,28.6,0.226,0.506,16.3,70.2,0.509,14.9,25.5,0.232,0.476,14.8,71.1,0.251,"/teams/CLE/1996.htmlFirst"
1,5,0.0853658536585367,0.529,13.2,29,0.232,0.491,14,68.8,0.504,14.6,28,0.271,0.483,13.7,71.7,0.229,"/teams/ORL/1996.htmlFirst"
0,1,0.0853658536585366,0.515,13.3,30.1,0.228,0.491,14.9,66.8,0.512,14.1,26.9,0.243,0.495,13.6,68.6,0.206,"/teams/LAL/1996.htmlFirst"
1,5,0.195121951219512,0.516,13.6,27.5,0.252,0.472,13.9,70,0.498,13.5,29.8,0.286,0.511,13.3,71.4,0.225,"/teams/SAS/1996.htmlFirst"
1,7,0.341463414634146,0.526,16.2,29.7,0.288,0.479,16.7,69.5,0.493,16,32.5,0.271,0.498,15.1,69,0.302,"/teams/SEA/1996.htmlFirst"
1,3,0.134146341463415,0.517,14.1,31.6,0.276,0.489,15.1,71.7,0.494,15.2,33.4,0.23,0.478,13.5,73.4,0.236,"/teams/UTA/1996.htmlFirst"
1,4,0.268292682926829,0.517,13.1,36.9,0.217,0.482,16.1,71.1,0.509,14.9,25.5,0.232,0.476,14.8,71.1,0.251,"/teams/CHI/1996.htmlSemifinals"
1,4,0.134146341463415,0.529,13.2,29,0.232,0.491,14,68.8,0.49,14,34,0.229,0.512,16.3,67.1,0.217,"/teams/ORL/1996.htmlSemifinals"
1,4,0.182926829268293,0.526,16.2,29.7,0.288,0.479,16.7,69.5,0.512,14.1,26.9,0.243,0.495,13.6,68.6,0.206,"/teams/SEA/1996.htmlSemifinals"
0,1,-0.0121951219512195,0.516,13.6,27.5,0.252,0.472,13.9,70,0.517,14.1,31.6,0.276,0.489,15.1,71.7,0.295,"/teams/SAS/1996.htmlSemifinals"
1,1,0.170731707317073,0.517,13.1,36.9,0.217,0.482,16.1,71.1,0.529,13.2,29,0.232,0.491,14,68.8,0.223,"/teams/CHI/1996.htmlFinals"
1,2,0.024390243902439,0.526,16.2,29.7,0.288,0.479,16.7,69.5,0.517,14.1,31.6,0.276,0.489,15.1,71.7,0.295,"/teams/SEA/1996.htmlFinals"
0,1,-0.0487804878048781,0.517,14.3,26,0.247,0.485,13.8,68.5,0.509,14.5,32.9,0.224,0.488,16.7,68.2,0.263,"/teams/CHH/1995.htmlFirst"
1,5,0.0853658536585366,0.507,15.5,32.8,0.287,0.493,15.8,68.6,0.487,13.9,31.6,0.211,0.495,15.6,68.4,0.215,"/teams/IND/1995.htmlFirst"
1,3,0.0853658536585366,0.508,15.1,28.6,0.243,0.468,14.4,70.8,0.472,14.2,31.8,0.241,0.493,15,72.4,0.224,"/teams/NYK/1995.htmlFirst"
1,7,0.280487804878049,0.539,14,34,0.239,0.49,13.3,68.4,0.491,14.3,33.1,0.249,0.512,13.6,68.6,0.235,"/teams/ORL/1995.htmlFirst"
0,3,0.170731707317073,0.535,14.8,29.1,0.306,0.496,15.5,72.5,0.529,15,26.9,0.232,0.489,13.9,67.7,0.199,"/teams/UTA/1995.htmlFirst"
0,1,0.25609756097561,0.527,14.1,32.6,0.288,0.492,16.1,68.7,0.5,13.4,31.3,0.215,0.5,14.8,64.4,0.224,"/teams/SEA/1995.htmlFirst"
1,5,-0.0121951219512195,0.524,12.7,29.7,0.255,0.515,14,69.8,0.483,13,37.1,0.218,0.491,14.8,73.5,0.277,"/teams/PHO/1995.htmlFirst"
1,7,0.170731707317073,0.516,13.8,30.9,0.275,0.485,13,72.3,0.511,15.6,32,0.263,0.487,13.2,70.2,0.257,"/teams/SAS/1995.htmlFirst"
1,1,0.024390243902439,0.507,15.5,32.8,0.287,0.493,15.8,68.6,0.508,15.1,28.6,0.243,0.468,14.4,70.8,0.281,"/teams/IND/1995.htmlSemifinals"
1,4,0.0609756097560975,0.539,14,34,0.239,0.49,13.3,68.4,0.509,14.5,32.9,0.224,0.488,16.7,68.2,0.263,"/teams/ORL/1995.htmlSemifinals"
0,4,0.0487804878048781,0.524,12.7,29.7,0.255,0.515,14,69.8,0.529,15,26.9,0.232,0.489,13.9,67.7,0.199,"/teams/PHO/1995.htmlSemifinals"
1,4,0.207317073170732,0.516,13.8,30.9,0.275,0.485,13,72.3,0.5,13.4,31.3,0.215,0.5,14.8,64.4,0.224,"/teams/SAS/1995.htmlSemifinals"
1,1,0.0853658536585366,0.539,14,34,0.239,0.49,13.3,68.4,0.507,15.5,32.8,0.287,0.493,15.8,68.6,0.237,"/teams/ORL/1995.htmlFinals"
0,5,0.121951219512195,0.516,13.8,30.9,0.275,0.485,13,72.3,0.529,15,26.9,0.232,0.489,13.9,67.7,0.199,"/teams/SAS/1995.htmlFinals"
1,7,0.0975609756097562,0.48,13.6,34.6,0.221,0.475,16,67.7,0.488,14.3,35.3,0.253,0.479,14.5,69.1,0.284,"/teams/ATL/1994.htmlFirst"
1,3,-0.024390243902439,0.493,14.6,33.8,0.192,0.482,15.3,70.8,0.487,12.8,31.8,0.258,0.484,14.5,69,0.215,"/teams/CHI/1994.htmlFirst"
0,1,0.0121951219512195,0.514,14.4,33.8,0.231,0.479,13.3,66.3,0.5,16,34.4,0.27,0.471,14.9,68,0.267,"/teams/ORL/1994.htmlFirst"
1,5,0.158536585365854,0.483,15.1,34.4,0.232,0.451,16,71.4,0.461,12.7,34,0.267,0.475,13.5,69.1,0.212,"/teams/NYK/1994.htmlFirst"
0,7,0.231707317073171,0.501,13.7,34.4,0.256,0.479,18.2,67.3,0.478,15.3,32.2,0.256,0.453,13.4,69.6,0.252,"/teams/SEA/1994.htmlFirst"
1,5,0.0609756097560976,0.507,15,27.6,0.218,0.458,13.3,69.7,0.472,12.5,34.4,0.24,0.49,14.8,70.8,0.235,"/teams/HOU/1994.htmlFirst"
1,3,0.0975609756097561,0.509,13.9,35.2,0.236,0.493,13.5,69.3,0.512,14.9,32.9,0.214,0.488,14.7,64.4,0.21,"/teams/PHO/1994.htmlFirst"
0,1,0.0365853658536586,0.494,13.6,35.6,0.239,0.467,11.7,70.5,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.267,"/teams/SAS/1994.htmlFirst"
0,4,0.0609756097560976,0.48,13.6,34.6,0.221,0.475,16,67.7,0.5,16,34.4,0.27,0.471,14.9,68,0.267,"/teams/ATL/1994.htmlSemifinals"
1,1,0.121951219512195,0.483,15.1,34.4,0.232,0.451,16,71.4,0.493,14.6,33.8,0.192,0.482,15.3,70.8,0.225,"/teams/NYK/1994.htmlSemifinals"
1,1,-0.0121951219512195,0.507,15,27.6,0.218,0.458,13.3,69.7,0.509,13.9,35.2,0.236,0.493,13.5,69.3,0.202,"/teams/HOU/1994.htmlSemifinals"
1,3,0.0975609756097561,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.478,15.3,32.2,0.256,0.453,13.4,69.6,0.252,"/teams/UTA/1994.htmlSemifinals"
1,3,0.109756097560976,0.483,15.1,34.4,0.232,0.451,16,71.4,0.5,16,34.4,0.27,0.471,14.9,68,0.267,"/teams/NYK/1994.htmlFinals"
1,3,0,0.507,15,27.6,0.218,0.458,13.3,69.7,0.49,13.3,31.3,0.262,0.469,14.6,68.4,0.267,"/teams/HOU/1994.htmlFinals"
0,1,0.0365853658536586,0.495,12.9,31.2,0.21,0.479,12.9,69,0.499,13.8,31.3,0.254,0.487,12.6,65,0.201,"/teams/BOS/1993.htmlFirst"
1,5,0.231707317073171,0.499,12,36.3,0.199,0.493,15.4,68.7,0.493,14,34.8,0.227,0.516,14.6,68.5,0.224,"/teams/CHI/1993.htmlFirst"
1,3,0.158536585365854,0.518,12.5,28.1,0.247,0.482,13.1,69.1,0.473,14.4,35.5,0.244,0.48,14.1,69.5,0.24,"/teams/CLE/1993.htmlFirst"
1,7,0.146341463414634,0.479,14.1,33.1,0.249,0.444,14.9,72.1,0.498,13.5,34.2,0.262,0.485,12.7,67.4,0.281,"/teams/NYK/1993.htmlFirst"
1,5,0.134146341463415,0.515,14.5,30,0.235,0.474,13.4,68.5,0.493,13.9,32.7,0.213,0.489,15.1,66.7,0.263,"/teams/HOU/1993.htmlFirst"
1,7,0.231707317073171,0.521,14.2,33,0.27,0.496,13.9,69.2,0.486,13.7,31.4,0.249,0.5,14.3,66.4,0.215,"/teams/PHO/1993.htmlFirst"
0,1,0.0121951219512195,0.476,12.6,32.7,0.259,0.488,14.8,71,0.507,13.6,27.8,0.265,0.477,12.3,70.1,0.221,"/teams/POR/1993.htmlFirst"
1,3,0.146341463414634,0.502,13.5,35.5,0.241,0.489,16.4,67.7,0.498,13.8,31,0.279,0.487,13.9,68.7,0.25,"/teams/SEA/1993.htmlFirst"
1,1,0,0.499,12,36.3,0.199,0.493,15.4,68.7,0.518,12.5,28.1,0.247,0.482,13.1,69.1,0.185,"/teams/CHI/1993.htmlSemifinals"
1,4,0.219512195121951,0.479,14.1,33.1,0.249,0.444,14.9,72.1,0.499,13.8,31.3,0.254,0.487,12.6,65,0.201,"/teams/NYK/1993.htmlSemifinals"
1,4,0.109756097560976,0.521,14.2,33,0.27,0.496,13.9,69.2,0.507,13.6,27.8,0.265,0.477,12.3,70.1,0.221,"/teams/PHO/1993.htmlSemifinals"
0,1,-0.073170731707317,0.515,14.5,30,0.235,0.474,13.4,68.5,0.502,13.5,35.5,0.241,0.489,16.4,67.7,0.26,"/teams/HOU/1993.htmlSemifinals"
0,1,0,0.479,14.1,33.1,0.249,0.444,14.9,72.1,0.499,12,36.3,0.199,0.493,15.4,68.7,0.239,"/teams/NYK/1993.htmlFinals"
1,2,-0.024390243902439,0.521,14.2,33,0.27,0.496,13.9,69.2,0.502,13.5,35.5,0.241,0.489,16.4,67.7,0.26,"/teams/PHO/1993.htmlFinals"
1,5,0.0609756097560975,0.5,12.7,31.9,0.215,0.469,11.9,68.7,0.518,14.7,31.8,0.264,0.483,12.8,67.4,0.27,"/teams/BOS/1992.htmlFirst"
1,7,0.439024390243902,0.518,11.8,35.1,0.221,0.476,14.1,69.3,0.479,14.6,33,0.26,0.508,13.9,67.6,0.235,"/teams/CHI/1992.htmlFirst"
1,3,0.231707317073171,0.506,11.8,30.5,0.259,0.483,12.3,66.5,0.473,14.1,39.1,0.194,0.488,14.1,66.3,0.247,"/teams/CLE/1992.htmlFirst"
1,1,0.0609756097560976,0.491,13.7,34.6,0.216,0.471,14,71.1,0.477,13.5,34.9,0.228,0.468,12.5,68.5,0.204,"/teams/NYK/1992.htmlFirst"
1,1,0.0731707317073171,0.508,13.1,31.7,0.258,0.471,13,67.7,0.485,13.9,34.2,0.233,0.469,13.5,69.8,0.224,"/teams/PHO/1992.htmlFirst"
1,7,0.25609756097561,0.495,13.6,35.6,0.253,0.471,14.3,69.9,0.465,12,32.7,0.25,0.493,13.8,64,0.187,"/teams/POR/1992.htmlFirst"
0,3,0.048780487804878,0.524,13.6,31.8,0.262,0.499,14.9,64.2,0.489,14,36.5,0.249,0.491,14.2,66.8,0.269,"/teams/GSW/1992.htmlFirst"
1,5,0.158536585365854,0.504,13.7,32.7,0.286,0.475,13,68.9,0.483,13.6,31.6,0.226,0.475,14.9,67.5,0.244,"/teams/UTA/1992.htmlFirst"
1,3,0.170731707317073,0.518,11.8,35.1,0.221,0.476,14.1,69.3,0.491,13.7,34.6,0.216,0.471,14,71.1,0.248,"/teams/CHI/1992.htmlSemifinals"
0,1,-0.0487804878048781,0.5,12.7,31.9,0.215,0.469,11.9,68.7,0.506,11.8,30.5,0.259,0.483,12.3,66.5,0.174,"/teams/BOS/1992.htmlSemifinals"
1,3,0.0365853658536585,0.495,13.6,35.6,0.253,0.471,14.3,69.9,0.508,13.1,31.7,0.258,0.471,13,67.7,0.223,"/teams/POR/1992.htmlSemifinals"
1,4,0.134146341463415,0.504,13.7,32.7,0.286,0.475,13,68.9,0.489,14,36.5,0.249,0.491,14.2,66.8,0.269,"/teams/UTA/1992.htmlSemifinals"
1,2,0.134146341463415,0.518,11.8,35.1,0.221,0.476,14.1,69.3,0.506,11.8,30.5,0.259,0.483,12.3,66.5,0.174,"/teams/CHI/1992.htmlFinals"
1,1,0.024390243902439,0.495,13.6,35.6,0.253,0.471,14.3,69.9,0.504,13.7,32.7,0.286,0.475,13,68.9,0.214,"/teams/POR/1992.htmlFinals"
1,5,0.195121951219512,0.52,14,33,0.228,0.465,11.7,69.3,0.511,14.4,30.6,0.287,0.503,13.1,66.4,0.254,"/teams/BOS/1991.htmlFirst"
1,7,0.280487804878049,0.521,12.8,34.7,0.225,0.488,15.3,68.8,0.498,15.1,31.1,0.242,0.489,13.4,68.5,0.205,"/teams/CHI/1991.htmlFirst"
1,3,0.0853658536585366,0.474,13.1,34.7,0.245,0.464,12.8,71,0.482,12.9,33.1,0.282,0.509,13.7,69.1,0.22,"/teams/DET/1991.htmlFirst"
0,1,0.0853658536585366,0.499,14.3,31.8,0.258,0.5,16.4,66.1,0.489,13.4,28.1,0.27,0.489,12.5,68.3,0.187,"/teams/MIL/1991.htmlFirst"
0,5,0.0975609756097561,0.494,15.2,33.3,0.269,0.463,13.2,70.3,0.504,13.7,31,0.294,0.497,15.2,64.1,0.289,"/teams/SAS/1991.htmlFirst"
1,3,0.109756097560976,0.5,13.2,33,0.261,0.474,12.8,68.3,0.489,14.5,34.4,0.224,0.469,14.7,66.9,0.22,"/teams/LAL/1991.htmlFirst"
1,7,0.219512195121951,0.509,13.4,33.8,0.259,0.473,14.4,70.4,0.501,14.8,36.3,0.226,0.503,16,66.3,0.277,"/teams/POR/1991.htmlFirst"
0,1,0.0853658536585366,0.506,13.5,33,0.287,0.474,13.1,68.5,0.503,14.6,27.6,0.298,0.473,13.7,69.2,0.23,"/teams/PHO/1991.htmlFirst"
1,4,0.268292682926829,0.521,12.8,34.7,0.225,0.488,15.3,68.8,0.489,13.4,28.1,0.27,0.489,12.5,68.3,0.187,"/teams/CHI/1991.htmlSemifinals"
0,1,0.0731707317073171,0.52,14,33,0.228,0.465,11.7,69.3,0.474,13.1,34.7,0.245,0.464,12.8,71,0.248,"/teams/BOS/1991.htmlSemifinals"
1,4,0.170731707317073,0.5,13.2,33,0.261,0.474,12.8,68.3,0.504,13.7,31,0.294,0.497,15.2,64.1,0.289,"/teams/LAL/1991.htmlSemifinals"
1,4,0.146341463414634,0.509,13.4,33.8,0.259,0.473,14.4,70.4,0.503,14.6,27.6,0.298,0.473,13.7,69.2,0.23,"/teams/POR/1991.htmlSemifinals"
1,2,0.158536585365854,0.521,12.8,34.7,0.225,0.488,15.3,68.8,0.474,13.1,34.7,0.245,0.464,12.8,71,0.248,"/teams/CHI/1991.htmlFinals"
0,2,0.0365853658536586,0.509,13.4,33.8,0.259,0.473,14.4,70.4,0.5,13.2,33,0.261,0.474,12.8,68.3,0.176,"/teams/POR/1991.htmlFinals"
1,3,0.134146341463415,0.516,13.4,31.9,0.235,0.508,15.2,68.1,0.488,13.9,31.5,0.241,0.492,15.8,66,0.29,"/teams/CHI/1990.htmlFirst"
1,7,0.195121951219512,0.49,13.4,34.2,0.245,0.461,13.7,70.3,0.518,14.6,29,0.28,0.494,12.6,67.1,0.25,"/teams/DET/1990.htmlFirst"
0,1,0.073170731707317,0.506,13.4,31.5,0.251,0.477,10.8,72.1,0.501,14.8,34.2,0.25,0.482,13.3,66,0.215,"/teams/BOS/1990.htmlFirst"
1,5,0.170731707317073,0.502,12.9,32,0.281,0.495,13.3,68.4,0.485,13.5,31.5,0.235,0.49,14,67.7,0.202,"/teams/PHI/1990.htmlFirst"
1,7,0.158536585365854,0.512,13.2,32.8,0.271,0.479,12.8,68.5,0.491,15.5,33.1,0.225,0.475,14.7,69.2,0.228,"/teams/LAL/1990.htmlFirst"
0,1,-0.048780487804878,0.522,15.5,30.1,0.284,0.468,13.4,69.5,0.509,13.3,31.1,0.302,0.478,12.8,68.8,0.209,"/teams/UTA/1990.htmlFirst"
1,3,0.195121951219512,0.486,13.4,36.5,0.269,0.479,15.2,70.8,0.487,13.6,30.3,0.254,0.481,13.4,67.9,0.232,"/teams/POR/1990.htmlFirst"
1,5,0.0609756097560975,0.488,14.7,34.2,0.27,0.477,15,68.7,0.478,11.2,29.1,0.217,0.501,15.2,71.3,0.264,"/teams/SAS/1990.htmlFirst"
0,1,0.0487804878048781,0.502,12.9,32,0.281,0.495,13.3,68.4,0.516,13.4,31.9,0.235,0.508,15.2,68.1,0.262,"/teams/PHI/1990.htmlSemifinals"
1,4,0.146341463414634,0.49,13.4,34.2,0.245,0.461,13.7,70.3,0.501,14.8,34.2,0.25,0.482,13.3,66,0.215,"/teams/DET/1990.htmlSemifinals"
0,4,0,0.512,13.2,32.8,0.271,0.479,12.8,68.5,0.509,13.3,31.1,0.302,0.478,12.8,68.8,0.209,"/teams/LAL/1990.htmlSemifinals"
0,1,-0.0853658536585366,0.488,14.7,34.2,0.27,0.477,15,68.7,0.486,13.4,36.5,0.269,0.479,15.2,70.8,0.265,"/teams/SAS/1990.htmlSemifinals"
1,2,0.0853658536585366,0.49,13.4,34.2,0.245,0.461,13.7,70.3,0.516,13.4,31.9,0.235,0.508,15.2,68.1,0.262,"/teams/DET/1990.htmlFinals"
1,2,-0.0121951219512195,0.486,13.4,36.5,0.269,0.479,15.2,70.8,0.509,13.3,31.1,0.302,0.478,12.8,68.8,0.209,"/teams/POR/1990.htmlFinals"
0,3,0.182926829268293,0.514,14.2,31.2,0.264,0.473,15,67.1,0.507,14.4,30.7,0.238,0.487,13.5,69.5,0.239,"/teams/CLE/1989.htmlFirst"
1,7,0.146341463414634,0.502,14.4,34.5,0.266,0.458,13.2,69.2,0.498,14,34.7,0.258,0.493,12.7,70,0.248,"/teams/DET/1989.htmlFirst"
0,1,0.0487804878048781,0.48,13.5,37.1,0.3,0.482,15.4,64.7,0.487,13.7,32.7,0.273,0.493,16.1,67.5,0.266,"/teams/ATL/1989.htmlFirst"
1,5,0.0609756097560975,0.512,15.4,36.2,0.234,0.504,16.7,65.1,0.5,12.8,32.2,0.274,0.513,13.4,67.2,0.215,"/teams/NYK/1989.htmlFirst"
0,5,0.182926829268293,0.491,16.4,32,0.32,0.447,13.9,68.1,0.48,14.2,33.4,0.239,0.479,14.6,64.1,0.24,"/teams/UTA/1989.htmlFirst"
1,7,0.158536585365854,0.518,14,33,0.282,0.482,13,68.9,0.488,13.9,36.7,0.23,0.501,15.7,67.4,0.264,"/teams/LAL/1989.htmlFirst"
1,3,0.170731707317073,0.509,12.8,30.8,0.272,0.476,13.5,67.7,0.482,11.8,29.6,0.224,0.505,15.6,68.9,0.264,"/teams/PHO/1989.htmlFirst"
1,1,0.048780487804878,0.496,14.1,38.3,0.237,0.498,16,65.3,0.486,15.9,33.3,0.265,0.481,14.9,69,0.248,"/teams/SEA/1989.htmlFirst"
0,4,0.0609756097560975,0.512,15.4,36.2,0.234,0.504,16.7,65.1,0.507,14.4,30.7,0.238,0.487,13.5,69.5,0.239,"/teams/NYK/1989.htmlSemifinals"
1,4,0.0731707317073171,0.502,14.4,34.5,0.266,0.458,13.2,69.2,0.487,13.7,32.7,0.273,0.493,16.1,67.5,0.266,"/teams/DET/1989.htmlSemifinals"
1,3,0.121951219512195,0.518,14,33,0.282,0.482,13,68.9,0.496,14.1,38.3,0.237,0.498,16,65.3,0.271,"/teams/LAL/1989.htmlSemifinals"
1,4,0.231707317073171,0.509,12.8,30.8,0.272,0.476,13.5,67.7,0.48,14.2,33.4,0.239,0.479,14.6,64.1,0.24,"/teams/PHO/1989.htmlSemifinals"
1,5,0.134146341463415,0.502,14.4,34.5,0.266,0.458,13.2,69.2,0.507,14.4,30.7,0.238,0.487,13.5,69.5,0.239,"/teams/DET/1989.htmlFinals"
1,2,-0.0121951219512195,0.518,14,33,0.282,0.482,13,68.9,0.509,12.8,30.8,0.272,0.476,13.5,67.7,0.225,"/teams/LAL/1989.htmlFinals"
1,1,0.109756097560976,0.491,13,34.3,0.264,0.481,14.2,67.3,0.485,13.6,31.8,0.259,0.483,14.2,66.6,0.259,"/teams/ATL/1988.htmlFirst"
1,7,0.195121951219512,0.541,14.1,29.8,0.267,0.489,12.5,68.5,0.477,15.5,36,0.242,0.486,17,65.5,0.324,"/teams/BOS/1988.htmlFirst"
1,3,0.0853658536585366,0.494,13.6,34,0.24,0.478,13.5,70.6,0.5,15.5,31,0.268,0.485,15.2,66.4,0.227,"/teams/CHI/1988.htmlFirst"
1,5,0.182926829268293,0.497,14.2,34.2,0.282,0.475,14,68.5,0.47,14.4,34.2,0.267,0.487,14.4,65.2,0.231,"/teams/DET/1988.htmlFirst"
1,3,0.0853658536585366,0.485,13.2,37.5,0.275,0.481,13,67.5,0.476,13.9,33.1,0.263,0.473,14.2,66.7,0.243,"/teams/DAL/1988.htmlFirst"
1,5,0.0609756097560975,0.486,11.7,29.7,0.231,0.498,16,67.4,0.491,13.9,36.3,0.245,0.495,15.9,67.2,0.33,"/teams/DEN/1988.htmlFirst"
1,7,0.329268292682927,0.515,13.9,32.3,0.276,0.484,13,67.9,0.499,14.1,32,0.234,0.512,14,64.4,0.242,"/teams/LAL/1988.htmlFirst"
0,1,0.0121951219512195,0.499,13.5,34.3,0.279,0.485,14.5,68.4,0.5,15.4,30.4,0.254,0.459,14.9,66.7,0.262,"/teams/POR/1988.htmlFirst"
1,3,0.0609756097560976,0.541,14.1,29.8,0.267,0.489,12.5,68.5,0.491,13,34.3,0.264,0.481,14.2,67.3,0.28,"/teams/BOS/1988.htmlSemifinals"
1,1,0.0487804878048781,0.497,14.2,34.2,0.282,0.475,14,68.5,0.494,13.6,34,0.24,0.478,13.5,70.6,0.24,"/teams/DET/1988.htmlSemifinals"
0,1,-0.0121951219512195,0.486,11.7,29.7,0.231,0.498,16,67.4,0.485,13.2,37.5,0.275,0.481,13,67.5,0.203,"/teams/DEN/1988.htmlSemifinals"
1,4,0.0609756097560976,0.515,13.9,32.3,0.276,0.484,13,67.9,0.5,15.4,30.4,0.254,0.459,14.9,66.7,0.262,"/teams/LAL/1988.htmlSemifinals"
0,1,0.024390243902439,0.541,14.1,29.8,0.267,0.489,12.5,68.5,0.497,14.2,34.2,0.282,0.475,14,68.5,0.245,"/teams/BOS/1988.htmlFinals"
1,2,0.0487804878048781,0.515,13.9,32.3,0.276,0.484,13,67.9,0.485,13.2,37.5,0.275,0.481,13,67.5,0.203,"/teams/LAL/1988.htmlFinals"
1,5,0.24390243902439,0.49,13.3,37.2,0.283,0.46,13.9,67.4,0.478,13.4,30.5,0.232,0.487,14.9,68.8,0.281,"/teams/ATL/1987.htmlFirst"
1,7,0.170731707317073,0.532,14,29,0.247,0.471,12,67.6,0.478,13.4,35,0.245,0.491,13.8,70,0.251,"/teams/BOS/1987.htmlFirst"
1,3,0.158536585365854,0.492,14.5,34.7,0.275,0.471,13.3,69.9,0.457,13.3,34.5,0.262,0.48,14.6,63.4,0.222,"/teams/DET/1987.htmlFirst"
1,1,0.134146341463415,0.487,13,31.1,0.268,0.479,16,66.1,0.497,16.1,34.9,0.29,0.499,14.5,65.7,0.215,"/teams/MIL/1987.htmlFirst"
0,1,0.0853658536585366,0.473,14.1,31.2,0.231,0.466,15.7,65.2,0.487,13.7,32.5,0.266,0.503,14.2,65.3,0.272,"/teams/UTA/1987.htmlFirst"
0,3,0.0609756097560975,0.51,15.3,34.1,0.313,0.493,14.8,66.6,0.483,14.3,33.5,0.24,0.47,14.1,68,0.261,"/teams/POR/1987.htmlFirst"
1,7,0.280487804878049,0.528,14,34.1,0.278,0.476,13.8,66.3,0.478,11.8,32.2,0.248,0.503,15.4,67,0.307,"/teams/LAL/1987.htmlFirst"
0,5,0.170731707317073,0.503,12.3,33.8,0.291,0.486,13.5,66.5,0.495,15,37.6,0.261,0.486,13.5,66,0.296,"/teams/DAL/1987.htmlFirst"
1,3,0.073170731707317,0.532,14,29,0.247,0.471,12,67.6,0.487,13,31.1,0.268,0.479,16,66.1,0.307,"/teams/BOS/1987.htmlSemifinals"
0,1,0.109756097560976,0.49,13.3,37.2,0.283,0.46,13.9,67.4,0.492,14.5,34.7,0.275,0.471,13.3,69.9,0.267,"/teams/ATL/1987.htmlSemifinals"
1,4,0.329268292682927,0.528,14,34.1,0.278,0.476,13.8,66.3,0.487,13.7,32.5,0.266,0.503,14.2,65.3,0.272,"/teams/LAL/1987.htmlSemifinals"
0,1,0.024390243902439,0.483,14.3,33.5,0.24,0.47,14.1,68,0.495,15,37.6,0.261,0.486,13.5,66,0.296,"/teams/HOU/1987.htmlSemifinals"
1,2,0.0853658536585366,0.532,14,29,0.247,0.471,12,67.6,0.492,14.5,34.7,0.275,0.471,13.3,69.9,0.267,"/teams/BOS/1987.htmlFinals"
1,6,0.24390243902439,0.528,14,34.1,0.278,0.476,13.8,66.3,0.495,15,37.6,0.261,0.486,13.5,66,0.296,"/teams/LAL/1987.htmlFinals"
1,1,0.0365853658536585,0.493,15.3,34.9,0.282,0.481,15.4,66.7,0.488,13.3,33.5,0.232,0.496,14.9,67.6,0.266,"/teams/ATL/1986.htmlFirst"
1,7,0.390243902439024,0.518,14.1,31.3,0.244,0.466,13,71.7,0.487,14.7,35.1,0.266,0.509,13.5,67.4,0.28,"/teams/BOS/1986.htmlFirst"
1,5,0.317073170731707,0.501,13.9,33.8,0.282,0.473,16.6,67.4,0.489,15.9,33.3,0.248,0.499,15.5,70.6,0.282,"/teams/MIL/1986.htmlFirst"
1,3,0.134146341463415,0.49,16.1,37.3,0.302,0.499,15.6,66.7,0.471,14.2,29.1,0.238,0.472,14.2,66.1,0.224,"/teams/PHI/1986.htmlFirst"
1,1,0.0487804878048781,0.51,13.3,30,0.283,0.508,13,66.8,0.49,15.5,29.8,0.272,0.477,15.4,67.2,0.258,"/teams/DAL/1986.htmlFirst"
1,3,0,0.475,13,30.9,0.245,0.495,16.9,64.1,0.501,15.2,32.8,0.294,0.507,16.4,66.3,0.275,"/teams/DEN/1986.htmlFirst"
1,5,0.182926829268293,0.496,13.6,35.5,0.232,0.497,14.8,67.2,0.492,15.7,32.7,0.252,0.499,14.4,67.5,0.273,"/teams/HOU/1986.htmlFirst"
1,7,0.280487804878049,0.532,14.9,33.1,0.247,0.484,13.5,69.8,0.509,16.5,31.7,0.265,0.499,15.2,67.6,0.26,"/teams/LAL/1986.htmlFirst"
1,3,0.195121951219512,0.518,14.1,31.3,0.244,0.466,13,71.7,0.493,15.3,34.9,0.282,0.481,15.4,66.7,0.269,"/teams/BOS/1986.htmlSemifinals"
1,1,0.182926829268293,0.501,13.9,33.8,0.282,0.473,16.6,67.4,0.49,16.1,37.3,0.302,0.499,15.6,66.7,0.211,"/teams/MIL/1986.htmlSemifinals"
1,1,0.048780487804878,0.496,13.6,35.5,0.232,0.497,14.8,67.2,0.475,13,30.9,0.245,0.495,16.9,64.1,0.266,"/teams/HOU/1986.htmlSemifinals"
1,3,0.182926829268293,0.532,14.9,33.1,0.247,0.484,13.5,69.8,0.51,13.3,30,0.283,0.508,13,66.8,0.201,"/teams/LAL/1986.htmlSemifinals"
1,1,0.0121951219512195,0.518,14.1,31.3,0.244,0.466,13,71.7,0.501,13.9,33.8,0.282,0.473,16.6,67.4,0.281,"/teams/BOS/1986.htmlFinals"
0,1,0.134146341463415,0.532,14.9,33.1,0.247,0.484,13.5,69.8,0.496,13.6,35.5,0.232,0.497,14.8,67.2,0.243,"/teams/LAL/1986.htmlFinals"
